7837.480701	7804.169705	7113.91305	5388.681506	7995.917107	7636.45299	7720.5394	7382.351714	7854.563171	7084.043182	7558.671524	6898.22758	6529.886894	4739.329893	7856.385404	7361.021466	7494.561114	7576.188559	7394.90539	7830.174461
7938.474831	8047.049102	7684.048156	6314.642503	8040.116881	7726.355599	7538.711886	7194.221992	7994.880995	7493.645695	8044.787879	7445.123856	6976.651099	3646.23942	7367.975134	7622.087408	7507.233113	7716.49398	7765.917259	8020.705591
8018.165091	8083.484656	7485.173607	7223.212099	8081.455256	7497.533285	7843.231787	7769.305432	7818.774362	7585.458718	8017.485908	7264.677494	7379.98274	3598.822648	7300.836537	8003.233006	7630.357873	7636.631982	7897.491668	8213.32792
7745.499142	8015.281307	7077.680097	7994.332822	7780.205989	7389.432972	7519.107045	7881.131611	7849.262981	7563.97324	8027.619088	7421.871732	7434.160444	5493.217935	7522.19984	7987.453647	7890.105762	7861.910094	8012.949193	8192.127374
7508.072345	7808.745788	6789.698485	8015.405308	7402.79353	7495.684984	7598.895513	8042.053849	7805.865603	7803.868427	7972.587549	7130.546034	7100.889809	6213.848627	7596.614382	8034.665817	7730.520964	7959.145213	8097.474415	8234.655075
7650.155846	7689.7812	6978.752044	7604.857445	7274.79152	7812.616569	6940.188569	8173.359585	7977.437066	8058.85853	7906.152511	7439.863048	6840.504215	6324.571237	7959.718776	7973.32508	7636.923341	8016.097506	7878.167127	8207.582095
7827.798696	7711.988155	7533.486645	7745.520506	7701.411817	7918.663787	5683.680492	7966.298413	8104.349859	7940.082248	8176.364697	7607.000901	6474.219667	6709.271062	8100.97721	7989.172486	7650.743075	8001.863135	7989.652381	8182.127414
7929.284744	7705.185885	7679.3753	7389.19856	7830.948767	7844.324587	5628.280631	7779.86508	7798.072543	8092.196426	8107.953513	8077.280474	6629.090971	7023.577742	7999.282055	8064.112266	7818.696091	7772.059065	8087.531149	8127.574291
7796.141908	7706.717174	7695.105955	7562.294019	7900.853433	7884.6357	6866.020584	7722.447634	7771.127234	7946.027256	7873.202175	8065.042079	6927.461754	7131.765078	7982.090316	7894.237775	8018.486107	7826.417106	8167.826109	8008.205041
7556.168643	7701.075364	7303.360486	7702.461937	7906.492125	7799.154892	7903.950207	7807.086257	7714.934592	7641.780173	7779.287158	7957.750443	7660.930895	7277.867804	8017.866162	7747.839345	7906.851912	7978.989186	7993.124337	8080.570122
7676.972443	8047.451009	7309.639316	8112.93748	7894.707126	7801.84161	8061.433491	8097.392474	7831.221008	7608.246944	7998.316964	7788.618633	7683.798506	7823.555811	8134.242823	7691.892197	7900.207947	7940.110878	8031.224597	8004.726527
7653.339008	8001.501324	7246.131053	8081.719027	7793.105608	7804.036348	7971.235304	8121.116168	7733.651937	7708.255186	8188.880769	7852.295456	7978.985644	7767.924981	8083.738094	7816.693771	7916.835308	8022.272641	8126.433302	7915.355048
7810.176148	7923.982139	7612.241863	8108.164274	7653.134398	7914.839571	7773.069993	7976.904621	7786.609984	7847.171903	8112.461367	7725.610857	8161.987555	7815.44315	8001.81067	7619.325656	7879.259683	8044.355932	8098.961818	8012.523432
7848.804168	7832.743743	7753.346387	8094.490209	7479.385927	7964.787256	7857.933137	7872.502596	7994.755842	7972.26838	8013.219546	7826.123178	8194.373669	7952.685411	8033.564716	7756.978694	7740.320842	8157.101944	7929.683992	8107.832716
