7879.90964	7805.911603	6806.630004	6028.383043	7926.350384	7713.043258	7663.930793	7350.342882	7860.925658	6928.107901	7702.079792	6956.350354	6213.734911	4490.524478	7908.770974	7433.059856	7609.199008	7756.34972	7302.355369	7887.264639
7812.979383	7972.590977	7710.548652	6045.31344	8028.211126	7444.162179	7725.628246	7182.448751	7926.382082	7297.320398	7782.899738	7132.767395	7071.248683	3660.779144	7406.647457	7585.808025	7408.82799	7465.494854	7797.557336	7784.834207
7926.188686	8145.504389	7341.453467	7055.220431	7973.375919	7501.217282	7432.693517	7740.759373	7623.12949	7354.789526	7952.221744	7103.967987	7173.190901	3535.031716	7079.084405	7906.838613	7421.807413	7787.173109	7806.677603	8255.825488
7602.716924	7815.808717	6924.46468	7984.322713	7385.82698	7086.686437	7580.925974	7742.578027	7743.582039	7816.816009	7981.821932	7485.906683	7426.413024	5162.897616	7449.578216	8027.422215	7869.555854	7606.959499	8019.882174	8046.542041
7331.921701	7426.71435	6530.628394	7729.92044	7595.229936	7724.178628	7446.59587	8054.451258	7835.831409	7588.127154	7798.597447	6741.616168	6946.714594	6624.25618	7643.320987	7928.850273	7655.171415	7934.892631	7794.592175	8198.944979
7830.208664	8017.271454	7178.872056	7735.595658	6929.468401	7670.366949	6790.296736	8030.086524	7971.819507	8016.346501	8054.677896	7452.736736	6636.84821	6156.729921	7734.343	7717.372649	7380.690781	7964.089525	8054.587314	8050.0863
7569.959721	7468.431364	7411.293902	7608.778201	7783.216886	7652.006286	5749.311725	7776.090784	7853.423183	7899.861784	8063.130995	7565.796909	6877.877406	6303.462231	8092.331545	8028.604393	7918.67395	7864.533444	7739.499013	8267.983438
7833.388766	7543.669892	7660.098147	7084.642995	7663.003373	7932.74657	5441.720537	7966.499318	7646.093264	7997.845313	7856.469671	7978.934555	6408.170268	6817.940601	7727.712932	8005.803845	7668.101571	7901.538724	8125.510954	7893.041916
7687.185552	7679.728476	7381.960143	7691.914975	7816.080759	7699.190271	6740.482045	7390.918006	7853.06312	7669.383888	7814.360288	7977.483622	6598.32234	7079.429999	7972.987948	7716.017974	7699.570003	7577.585039	8057.259708	8027.316612
7636.943354	7634.521952	7402.414269	7633.506439	7777.507069	7851.109139	7876.067682	7810.875991	7653.315634	7860.463228	7879.516762	7951.92089	7731.521999	7494.740717	8039.965137	7867.913468	7929.855656	8000.932239	7749.156533	7870.060315
7524.884337	8064.586196	7077.817207	7893.474921	7973.123572	7584.137306	7830.429795	8049.490239	7709.954464	7324.493843	7857.715794	7691.090444	7482.071318	7479.13765	7947.979381	7582.662423	7883.34961	7652.13508	8142.449028	7924.895839
7531.069297	7772.178288	7252.102649	7950.815698	7533.319843	7861.762342	7762.714641	8039.194797	7666.590744	7706.158138	8009.855379	7629.11649	7939.519759	7575.649078	8067.804567	7635.690169	7756.905856	8099.437075	8110.3953	7950.763759
